last_date,location_type,location_id,location_name,metric_id,category,metric_name,attribute,unit,value,source_description,
2020-07-28,LGA,44210,Mid Murray (DC),3_113,Human and Social Recovery,Volunteer Firefighter Payments,Applications approved (no.),number,,Data is provided to NBRA by multiple State Agencies at different times. Data is most current at the date provided in the date column.,
2020-09-09,LGA,44210,Mid Murray (DC),4_101,Economic Recovery,"Small business support grants ($10,000)",Applications approved (no.),number,3,Data is provided to NBRA by multiple State Agencies at different times. Data is most current at the date provided in the date column.,
2020-09-09,LGA,44210,Mid Murray (DC),4_102,Economic Recovery,"Small business support grants ($10,000)",Applications approved ($),$,"$30,000 ",Data is provided to NBRA by multiple State Agencies at different times. Data is most current at the date provided in the date column.,
2020-09-09,LGA,44210,Mid Murray (DC),4_103,Economic Recovery,"Small business grants ($50,000)",Applications approved (no.),number,0,Data is provided to NBRA by multiple State Agencies at different times. Data is most current at the date provided in the date column.,
2020-09-09,LGA,44210,Mid Murray (DC),4_104,Economic Recovery,"Small business grants ($50,000)",Applications approved ($),$,$0 ,Data is provided to NBRA by multiple State Agencies at different times. Data is most current at the date provided in the date column.,
2020-09-09,LGA,44210,Mid Murray (DC),4_105,Economic Recovery,Primary producer grants,Applications approved (no.),number,< 5,Data is provided to NBRA by multiple State Agencies at different times. Data is most current at the date provided in the date column.,
2020-09-09,LGA,44210,Mid Murray (DC),4_106,Economic Recovery,Primary producer grants,Applications approved ($),$,"$150,000 ",Data is provided to NBRA by multiple State Agencies at different times. Data is most current at the date provided in the date column.,
2020-08-30,LGA,44210,Mid Murray (DC),4_107,Economic Recovery,Concessional loans,Applications approved ($),$,$0 ,Data is provided to NBRA by multiple State Agencies at different times. Data is most current at the date provided in the date column.,
2018-12-31,LGA,44550,Mount Barker (DC),1_101,Local Government Area Profile,,Total people (no.),number,"36,571","ABS Cat No 3218.0 – Regional Population Growth, Australia, 2018-19",
2016-06-01,LGA,44550,Mount Barker (DC),1_102,Local Government Area Profile,,Main towns,,"Mount Barker (16,629), Nairne (4,842), Hahndorf (2,180)",ABS Census of Population and Housing 2016,
2018-12-31,LGA,44550,Mount Barker (DC),1_103,Local Government Area Profile,,Aboriginal and Torres Strait Islander Peoples (%),%,1.10%,"ABS Cat No 1410.0 - Data by Region, 2013-18; Aboriginal and Torres Strait Islander Peoples - Census",
2017-06-30,LGA,44550,Mount Barker (DC),1_104,Local Government Area Profile,,Median Age of Earners,years,45,"ABS Cat No. 6524.0.55.002 - Personal Income in Australia, 2011-12 to 2016-17",
2018-06-30,LGA,44550,Mount Barker (DC),1_105,Local Government Area Profile,,Median Income ($),$,"$47,121 ","ABS Cat No. 6524.0.55.002 - Personal Income in Australia, 2011-12 to 2016-17",
2019-12-01,LGA,44550,Mount Barker (DC),1_106,Local Government Area Profile,,Unemployment rate (%),%,7.10%,"Department of Education, Skills and Employment Small Area Labour Markets publication, December quarter 2019 – data missing for some LGAs)",
2016-12-31,LGA,44550,Mount Barker (DC),1_107,Local Government Area Profile,,"SEIFA Decile (1-10, 1 = most disadvantaged)",decile,9,"2033.0.55.001 - Census of Population and Housing: Socio-Economic Indexes for Areas (SEIFA), Australia, 2016",
2019-06-01,LGA,44550,Mount Barker (DC),1_108,Local Government Area Profile,,Total businesses,count,"2,892","8165.0 - Counts of Australian Businesses, including Entries and Exits, June 2015 to June 2019",
2019-06-01,LGA,44550,Mount Barker (DC),1_109,Local Government Area Profile,,Small business,count,"2,845","8165.0 - Counts of Australian Businesses, including Entries and Exits, June 2015 to June 2019",
2016-12-31,LGA,44550,Mount Barker (DC),1_110,Local Government Area Profile,,1st largest industry,,Health care and social assistance,"ABS Census of Popluation and Housing, 2016",
2016-12-31,LGA,44550,Mount Barker (DC),1_111,Local Government Area Profile,,2nd largest industry,,Retail trade,"ABS Census of Popluation and Housing, 2016",
2016-12-31,LGA,44550,Mount Barker (DC),1_112,Local Government Area Profile,,3rd largest industry,,Education and training,"ABS Census of Popluation and Housing, 2016",
2016-06-30,LGA,44550,Mount Barker (DC),1_113,Local Government Area Profile,,1st highest value product,,Livestock slaughtered and other disposals,"7121.0 - Agricultural Comoddities, Australia, 2015-16",
2016-06-30,LGA,44550,Mount Barker (DC),1_114,Local Government Area Profile,,2nd highest value product,,Vegetables for human consumption,"7121.0 - Agricultural Comoddities, Australia, 2015-16",
2016-06-30,LGA,44550,Mount Barker (DC),1_115,Local Government Area Profile,,3rd highest value product,,Fruit and nuts (excluding grapes),"7121.0 - Agricultural Comoddities, Australia, 2015-16",
2020-05-15,LGA,44550,Mount Barker (DC),2_101,Bushfire Impact,,Total area affected,,71 sq km (12% of LGA),"Department of Agriculture, Water and the Environment National Indicative Aggregated Fire Extent Dataset, 25 May 2020; ABS Cat No 1270.0.55.003 - Australian Statistical Geography Standard (ASGS): Volume 3 - Non ABS Structures, July 2019.",
2020-05-15,LGA,44550,Mount Barker (DC),2_102,Bushfire Impact,,Bushland and forests affected,,0 sq km (0% of bushland and forests),"Department of Agriculture, Water and the Environment National Indicative Aggregated Fire Extent Dataset, 25 May 2020; ABS Cat No 1270.0.55.003 - Australian Statistical Geography Standard (ASGS): Volume 3 - Non ABS Structures, July 2019.",
2020-05-15,LGA,44550,Mount Barker (DC),2_103,Bushfire Impact,,Agricultural land affected,,71 sq km (13% of agricultural land),"Department of Agriculture, Water and the Environment National Indicative Aggregated Fire Extent Dataset, 25 May 2020; ABS Cat No 1270.0.55.003 - Australian Statistical Geography Standard (ASGS): Volume 3 - Non ABS Structures, July 2019.",
2020-06-16,LGA,44550,Mount Barker (DC),2_104,Bushfire Impact,,Houses damaged/destroyed,,Mar-96,Data is provided to NBRA by multiple State Agencies at different times. Data is most current at the date provided in the date column.,
2020-06-16,LGA,44550,Mount Barker (DC),2_105,Bushfire Impact,,Outbuildings damaged/destroyed,,279 / Not Available,Data is provided to NBRA by multiple State Agencies at different times. Data is most current at the date provided in the date column.,
2020-09-12,LGA,44550,Mount Barker (DC),3_101,Human and Social Recovery,Disaster Recovery Funding Arrangements (DRFA) Category,,,A (individual),"Home Affairs, Summary of Recovery Assistance Table, September 2020",
2020-09-12,LGA,44550,Mount Barker (DC),3_102,Human and Social Recovery,Disaster Recovery Funding Arrangements (DRFA) Category,,,B (public assests),"Home Affairs, Summary of Recovery Assistance Table, September 2020",
2020-09-12,LGA,44550,Mount Barker (DC),3_103,Human and Social Recovery,Disaster Recovery Funding Arrangements (DRFA) Category,,,C (community),"Home Affairs, Summary of Recovery Assistance Table, September 2020",
2020-09-12,LGA,44550,Mount Barker (DC),3_104,Human and Social Recovery,Disaster Recovery Funding Arrangements (DRFA) Category,,,D (exceptional),"Home Affairs, Summary of Recovery Assistance Table, September 2020",
2020-08-20,LGA,44550,Mount Barker (DC),3_105,Human and Social Recovery,LGA Grants Program,Support received,$,"$200,000 ",LGA support status NBRA analysis,
2020-08-02,LGA,44550,Mount Barker (DC),3_106,Human and Social Recovery,Australian Government Disaster Recovery Allowance (DRA),Applications approved (no.),number,0,Services Australia,
2020-08-02,LGA,44550,Mount Barker (DC),3_107,Human and Social Recovery,Australian Government Disaster Recovery Allowance (DRA),Applications approved ($),$,"< 20,000",Services Australia,
2020-08-02,LGA,44550,Mount Barker (DC),3_108,Human and Social Recovery,Australian Government Disaster Recovery Payments (AGDRP),Applications approved (no.),number,35,Services Australia,
2020-08-02,LGA,44550,Mount Barker (DC),3_109,Human and Social Recovery,Australian Government Disaster Recovery Payments (AGDRP),Applications approved ($),$,"$36,600 ",Services Australia,
2020-08-02,LGA,44550,Mount Barker (DC),3_110,Human and Social Recovery,Additional payment for children,Applications approved (no.),number,< 20,Services Australia,
2020-08-02,LGA,44550,Mount Barker (DC),3_111,Human and Social Recovery,Additional payment for children,Applications approved ($),$,"< 20,000",Services Australia,
2020-07-28,LGA,44550,Mount Barker (DC),3_112,Human and Social Recovery,Volunteer Firefighter Payments,Applications approved ($),$,,Data is provided to NBRA by multiple State Agencies at different times. Data is most current at the date provided in the date column.,
2020-07-28,LGA,44550,Mount Barker (DC),3_113,Human and Social Recovery,Volunteer Firefighter Payments,Applications approved (no.),number,,Data is provided to NBRA by multiple State Agencies at different times. Data is most current at the date provided in the date column.,
2020-09-09,LGA,44550,Mount Barker (DC),4_101,Economic Recovery,"Small business support grants ($10,000)",Applications approved (no.),number,16,Data is provided to NBRA by multiple State Agencies at different times. Data is most current at the date provided in the date column.,
2020-09-09,LGA,44550,Mount Barker (DC),4_102,Economic Recovery,"Small business support grants ($10,000)",Applications approved ($),$,"$160,000 ",Data is provided to NBRA by multiple State Agencies at different times. Data is most current at the date provided in the date column.,
2020-09-09,LGA,44550,Mount Barker (DC),4_103,Economic Recovery,"Small business grants ($50,000)",Applications approved (no.),number,6,Data is provided to NBRA by multiple State Agencies at different times. Data is most current at the date provided in the date column.,
2020-09-09,LGA,44550,Mount Barker (DC),4_104,Economic Recovery,"Small business grants ($50,000)",Applications approved ($),$,"$201,456 ",Data is provided to NBRA by multiple State Agencies at different times. Data is most current at the date provided in the date column.,
2020-09-09,LGA,44550,Mount Barker (DC),4_105,Economic Recovery,Primary producer grants,Applications approved (no.),number,20,Data is provided to NBRA by multiple State Agencies at different times. Data is most current at the date provided in the date column.,
2020-09-09,LGA,44550,Mount Barker (DC),4_106,Economic Recovery,Primary producer grants,Applications approved ($),$,"$1,313,051 ",Data is provided to NBRA by multiple State Agencies at different times. Data is most current at the date provided in the date column.,
2020-08-30,LGA,44550,Mount Barker (DC),4_107,Economic Recovery,Concessional loans,Applications approved ($),$,$0 ,Data is provided to NBRA by multiple State Agencies at different times. Data is most current at the date provided in the date column.,
2018-12-31,LGA,45040,Murray Bridge (RC),1_101,Local Government Area Profile,,Total people (no.),number,"22,495","ABS Cat No 3218.0 – Regional Population Growth, Australia, 2018-19",
2016-06-01,LGA,45040,Murray Bridge (RC),1_102,Local Government Area Profile,,Main towns,,"Murray Bridge (16,804)",ABS Census of Population and Housing 2016,
2018-12-31,LGA,45040,Murray Bridge (RC),1_103,Local Government Area Profile,,Aboriginal and Torres Strait Islander Peoples (%),%,4.60%,"ABS Cat No 1410.0 - Data by Region, 2013-18; Aboriginal and Torres Strait Islander Peoples - Census",
2017-06-30,LGA,45040,Murray Bridge (RC),1_104,Local Government Area Profile,,Median Age of Earners,years,43,"ABS Cat No. 6524.0.55.002 - Personal Income in Australia, 2011-12 to 2016-17",
2018-06-30,LGA,45040,Murray Bridge (RC),1_105,Local Government Area Profile,,Median Income ($),$,"$40,299 ","ABS Cat No. 6524.0.55.002 - Personal Income in Australia, 2011-12 to 2016-17",
2019-12-01,LGA,45040,Murray Bridge (RC),1_106,Local Government Area Profile,,Unemployment rate (%),%,9.60%,"Department of Education, Skills and Employment Small Area Labour Markets publication, December quarter 2019 – data missing for some LGAs)",
2016-12-31,LGA,45040,Murray Bridge (RC),1_107,Local Government Area Profile,,"SEIFA Decile (1-10, 1 = most disadvantaged)",decile,2,"2033.0.55.001 - Census of Population and Housing: Socio-Economic Indexes for Areas (SEIFA), Australia, 2016",
2019-06-01,LGA,45040,Murray Bridge (RC),1_108,Local Government Area Profile,,Total businesses,count,"1,333","8165.0 - Counts of Australian Businesses, including Entries and Exits, June 2015 to June 2019",
2019-06-01,LGA,45040,Murray Bridge (RC),1_109,Local Government Area Profile,,Small business,count,"1,302","8165.0 - Counts of Australian Businesses, including Entries and Exits, June 2015 to June 2019",
2016-12-31,LGA,45040,Murray Bridge (RC),1_110,Local Government Area Profile,,1st largest industry,,Retail trade,"ABS Census of Popluation and Housing, 2016",
2016-12-31,LGA,45040,Murray Bridge (RC),1_111,Local Government Area Profile,,2nd largest industry,,Manufacturing,"ABS Census of Popluation and Housing, 2016",
2016-12-31,LGA,45040,Murray Bridge (RC),1_112,Local Government Area Profile,,3rd largest industry,,Health care and social assistance,"ABS Census of Popluation and Housing, 2016",
2016-06-30,LGA,45040,Murray Bridge (RC),1_113,Local Government Area Profile,,1st highest value product,,Livestock slaughtered and other disposals,"7121.0 - Agricultural Comoddities, Australia, 2015-16",
2016-06-30,LGA,45040,Murray Bridge (RC),1_114,Local Government Area Profile,,2nd highest value product,,Vegetables for human consumption,"7121.0 - Agricultural Comoddities, Australia, 2015-16",
